DAC_name, DAC_set_value, DAC_measured, vddd_volt, vddd_curr, vddd_powr, vdda_volt, vdda_curr, vdda_powr, timestamp
INFB, 0, 0.5676249999999999, 1.8500000000000003, 0.0563875, 0.10431687499999999, 1.8500000000000003, 0.05967083333333334, 0.11039104166666668, 20250509_172126
INFB, 1, 0.5889166666666666, 1.8500000000000003, 0.05812083333333334, 0.10752354166666667, 1.8500000000000003, 0.05843333333333334, 0.1081016666666667, 20250509_172126
INFB, 2, 0.60225, 1.8500000000000003, 0.05947916666666666, 0.11003645833333335, 1.8500000000000003, 0.05808333333333334, 0.10745416666666667, 20250509_172126
INFB, 3, 0.6162083333333334, 1.8500000000000003, 0.05983750000000001, 0.110699375, 1.8500000000000003, 0.058, 0.1073, 20250509_172126
INFB, 4, 0.62925, 1.8500000000000003, 0.059991666666666665, 0.11098458333333334, 1.8500000000000003, 0.057945833333333335, 0.10719979166666667, 20250509_172126
INFB, 5, 0.6370833333333333, 1.8500000000000003, 0.060004166666666664, 0.11100770833333333, 1.8500000000000003, 0.05795, 0.10720750000000001, 20250509_172126
INFB, 6, 0.64375, 1.8500000000000003, 0.060004166666666664, 0.11100770833333333, 1.8500000000000003, 0.0579, 0.107115, 20250509_172126
INFB, 7, 0.6497916666666667, 1.8500000000000003, 0.0599625, 0.11093062499999999, 1.8500000000000003, 0.05799583333333334, 0.10729229166666669, 20250509_172126
INFB, 8, 0.6560416666666667, 1.8500000000000003, 0.05996666666666667, 0.11093833333333335, 1.8500000000000003, 0.05795416666666667, 0.10721520833333335, 20250509_172126
INFB, 9, 0.6608333333333333, 1.8500000000000003, 0.059958333333333336, 0.11092291666666666, 1.8500000000000003, 0.057979166666666665, 0.10726145833333334, 20250509_172126
INFB, 10, 0.6659166666666666, 1.8500000000000003, 0.059916666666666674, 0.11084583333333335, 1.8500000000000003, 0.05795, 0.10720750000000001, 20250509_172126
INFB, 11, 0.6699583333333333, 1.8500000000000003, 0.05992083333333334, 0.11085354166666667, 1.8500000000000003, 0.0579, 0.107115, 20250509_172126
INFB, 12, 0.6755416666666666, 1.8500000000000003, 0.059904166666666675, 0.11082270833333334, 1.8500000000000003, 0.0579, 0.107115, 20250509_172126
INFB, 13, 0.6785, 1.8500000000000003, 0.059916666666666674, 0.11084583333333335, 1.8500000000000003, 0.0579, 0.107115, 20250509_172126
INFB, 14, 0.6810833333333335, 1.8500000000000003, 0.05993333333333334, 0.11087666666666667, 1.8500000000000003, 0.0579, 0.107115, 20250509_172126
INFB, 15, 0.6833750000000002, 1.8500000000000003, 0.05990000000000001, 0.110815, 1.8500000000000003, 0.05791666666666667, 0.10714583333333333, 20250509_172126
INFB, 16, 0.684625, 1.8500000000000003, 0.05990000000000001, 0.110815, 1.8500000000000003, 0.057958333333333334, 0.10722291666666668, 20250509_172126
INFB, 17, 0.6875416666666666, 1.8500000000000003, 0.059904166666666675, 0.11082270833333335, 1.8500000000000003, 0.05792916666666667, 0.10716895833333333, 20250509_172126
INFB, 18, 0.6912916666666667, 1.8500000000000003, 0.05990000000000001, 0.110815, 1.8500000000000003, 0.057925000000000004, 0.10716125000000003, 20250509_172126
INFB, 19, 0.694, 1.8500000000000003, 0.059875000000000005, 0.11076875000000001, 1.8500000000000003, 0.0579125, 0.10713812500000001, 20250509_172126
INFB, 20, 0.6962916666666666, 1.8500000000000003, 0.059854166666666674, 0.11073020833333336, 1.8500000000000003, 0.0579, 0.107115, 20250509_172126
INFB, 21, 0.7004583333333332, 1.8500000000000003, 0.059849999999999993, 0.1107225, 1.8500000000000003, 0.0579, 0.107115, 20250509_172126
INFB, 22, 0.7006666666666667, 1.8500000000000003, 0.05983333333333333, 0.11069166666666667, 1.8500000000000003, 0.0579, 0.107115, 20250509_172126
INFB, 23, 0.7042083333333334, 1.8500000000000003, 0.05982083333333333, 0.11066854166666666, 1.8500000000000003, 0.05790833333333334, 0.10713041666666667, 20250509_172126
INFB, 24, 0.706875, 1.8500000000000003, 0.05980833333333333, 0.11064541666666668, 1.8500000000000003, 0.0579, 0.107115, 20250509_172126
INFB, 25, 0.7087499999999999, 1.8500000000000003, 0.05976666666666667, 0.11056833333333334, 1.8500000000000003, 0.05792916666666667, 0.10716895833333333, 20250509_172126
INFB, 26, 0.7109166666666665, 1.8500000000000003, 0.059729166666666667, 0.11049895833333334, 1.8500000000000003, 0.057912500000000006, 0.10713812500000001, 20250509_172126
INFB, 27, 0.7126666666666667, 1.8500000000000003, 0.059762499999999996, 0.11056062500000001, 1.8500000000000003, 0.0579, 0.107115, 20250509_172126
INFB, 28, 0.7152916666666668, 1.8500000000000003, 0.059733333333333326, 0.11050666666666668, 1.8500000000000003, 0.0579, 0.107115, 20250509_172126
INFB, 29, 0.7178749999999999, 1.8500000000000003, 0.0597375, 0.11051437500000001, 1.8500000000000003, 0.05792916666666667, 0.10716895833333333, 20250509_172126
INFB, 30, 0.7179166666666665, 1.8500000000000003, 0.0597125, 0.11046812500000001, 1.8500000000000003, 0.057958333333333334, 0.10722291666666667, 20250509_172126
INFB, 31, 0.7197083333333332, 1.8500000000000003, 0.059675, 0.11039875, 1.8500000000000003, 0.0579125, 0.10713812499999999, 20250509_172126
INFB, 32, 0.7201666666666666, 1.8500000000000003, 0.05967916666666667, 0.11040645833333335, 1.8500000000000003, 0.05790833333333334, 0.10713041666666667, 20250509_172126
INFB, 33, 0.7201666666666666, 1.8500000000000003, 0.059666666666666666, 0.11038333333333335, 1.8500000000000003, 0.0579875, 0.10727687500000001, 20250509_172126
