DAC_name, DAC_set_value, DAC_measured, vddd_volt, vddd_curr, vddd_powr, vdda_volt, vdda_curr, vdda_powr, timestamp
VNBiasRec, 0, 0.25137499999999996, 1.8500000000000003, 0.0608, 0.11248000000000001, 1.8500000000000003, 0.058100000000000006, 0.107485, 20250513_121823
VNBiasRec, 1, 0.5071666666666667, 1.8500000000000003, 0.060854166666666674, 0.11258020833333336, 1.8500000000000003, 0.05817916666666667, 0.10763145833333333, 20250513_121823
VNBiasRec, 2, 0.566375, 1.8500000000000003, 0.0609, 0.11266500000000002, 1.8500000000000003, 0.058175, 0.10762375, 20250513_121823
VNBiasRec, 3, 0.592, 1.8500000000000003, 0.0609, 0.11266500000000002, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 4, 0.616625, 1.8500000000000003, 0.0609, 0.11266500000000002, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 5, 0.6345833333333334, 1.8500000000000003, 0.0609, 0.11266500000000002, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 6, 0.6602083333333334, 1.8500000000000003, 0.0609, 0.11266500000000002, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 7, 0.6733333333333335, 1.8500000000000003, 0.06090833333333334, 0.11268041666666669, 1.8500000000000003, 0.058195833333333336, 0.10766229166666667, 20250513_121823
VNBiasRec, 8, 0.6942083333333332, 1.8500000000000003, 0.0609, 0.11266500000000002, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 9, 0.7056666666666667, 1.8499166666666669, 0.06090833333333334, 0.11267534166666666, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 10, 0.7225833333333332, 1.8500000000000003, 0.060975, 0.11280375, 1.8500000000000003, 0.0581875, 0.10764687500000002, 20250513_121823
VNBiasRec, 11, 0.7334166666666667, 1.8500000000000003, 0.06096666666666667, 0.11278833333333334, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 12, 0.7448750000000001, 1.8500000000000003, 0.06096666666666667, 0.11278833333333334, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 13, 0.75425, 1.8500000000000003, 0.06095416666666667, 0.11276520833333335, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 14, 0.7692916666666667, 1.8500000000000003, 0.060975, 0.11280375000000002, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 15, 0.7780416666666667, 1.8500000000000003, 0.060975, 0.11280375000000002, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 16, 0.7857499999999998, 1.8500000000000003, 0.060970833333333335, 0.11279604166666668, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 17, 0.7930416666666668, 1.8500000000000003, 0.06093333333333334, 0.11272666666666668, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 18, 0.8073333333333332, 1.8500000000000003, 0.06099583333333333, 0.11284229166666666, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 19, 0.8135, 1.8500000000000003, 0.061, 0.11285, 1.8500000000000003, 0.058187499999999996, 0.10764687499999999, 20250513_121823
VNBiasRec, 20, 0.8220416666666667, 1.8500000000000003, 0.061, 0.11285, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 21, 0.8305833333333332, 1.8500000000000003, 0.0609875, 0.11282687500000001, 1.8500000000000003, 0.058187499999999996, 0.10764687499999999, 20250513_121823
VNBiasRec, 22, 0.8424583333333334, 1.8500000000000003, 0.061, 0.11285, 1.8500000000000003, 0.058195833333333336, 0.10766229166666667, 20250513_121823
VNBiasRec, 23, 0.8491666666666666, 1.8500000000000003, 0.061, 0.11285, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 24, 0.8574999999999999, 1.8500000000000003, 0.061, 0.11285, 1.8500000000000003, 0.0581875, 0.10764687499999999, 20250513_121823
VNBiasRec, 25, 0.8647916666666666, 1.8500000000000003, 0.060991666666666666, 0.11283458333333334, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 26, 0.8758333333333334, 1.8500000000000003, 0.061, 0.11285, 1.8500000000000003, 0.05819166666666666, 0.10765458333333333, 20250513_121823
VNBiasRec, 27, 0.8829166666666667, 1.8500000000000003, 0.061, 0.11285, 1.8500000000000003, 0.05818333333333333, 0.10763916666666666, 20250513_121823
VNBiasRec, 28, 0.8899166666666667, 1.8500000000000003, 0.061, 0.11285, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 29, 0.8946666666666667, 1.8500000000000003, 0.0609875, 0.11282687500000001, 1.8500000000000003, 0.058166666666666665, 0.10760833333333335, 20250513_121823
VNBiasRec, 30, 0.9056666666666667, 1.8500000000000003, 0.061, 0.11285, 1.8500000000000003, 0.058187499999999996, 0.10764687499999999, 20250513_121823
VNBiasRec, 31, 0.9104583333333335, 1.8500000000000003, 0.061, 0.11285, 1.8500000000000003, 0.05818333333333333, 0.10763916666666666, 20250513_121823
VNBiasRec, 32, 0.9125416666666668, 1.8500000000000003, 0.061, 0.11285, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
VNBiasRec, 33, 0.9185833333333333, 1.8500000000000003, 0.061, 0.11285, 1.8500000000000003, 0.0582, 0.10767, 20250513_121823
